6.7804,9.3458
9.9457,15.4864
15.4864,20.4009
20.4009,27.7979
30.9302,35.6614
35.6614,38.8766
38.8766,43.041
43.041,47.8726
47.8726,53.7037
53.7037,60.0676
63.8657,68.0747
68.0747,72.8231
72.8231,80.7699
80.7699,88.7329
88.7329,91.2819
95.3632,99.3787
104.6264,110.9736
110.9736,114.1874
115.354,120.0674
120.0674,125.6481
125.6481,130.5968
